sweetness,body,carbonation,flavor,alcohol,acidity,aroma_intensity,finish,bti_code,is_hard
4.29,7.96,3.71,6.57,9.61,3.46,6.62,4.83,DHMUH,1
7.71,8.53,8.77,2.78,9.43,6.34,3.64,3.92,SHFCH,0
8.24,6.34,6.59,2.65,5.58,6.86,4.0,6.41,SHFCL,0
3.06,1.52,3.49,3.67,9.61,2.76,4.83,5.29,DLMCH,0
7.42,7.44,5.89,3.62,9.39,5.26,6.35,2.79,SHFCH,1
3.94,0.63,3.06,3.03,10.0,2.63,7.41,4.16,DLMCH,0
2.18,9.88,0.7,4.56,9.43,7.65,5.3,6.05,DHMUH,1
2.89,7.11,5.88,2.61,5.65,3.2,5.96,5.5,DHFCL,0
7.18,2.72,2.3,1.92,5.15,4.24,4.06,5.47,SLMCL,0
2.02,9.11,6.35,8.17,3.4,4.9,8.12,6.99,DHFUL,1
8.7,5.63,0.37,3.12,5.33,5.46,6.47,3.25,SHMCL,1
7.84,2.07,6.04,5.95,10.0,7.22,7.01,3.99,SLFUH,0
3.58,6.89,7.29,7.3,9.83,6.19,5.19,6.32,DHFUH,0
2.71,5.7,6.07,3.06,8.73,6.96,5.8,3.71,DHFCH,1
6.83,8.64,8.27,0.89,4.81,5.25,6.17,6.37,SHFCL,0
0.95,2.95,7.05,1.42,4.67,6.61,5.9,4.8,DLFCL,0
2.17,3.8,3.08,5.93,5.71,5.66,7.62,5.66,DLMCL,1
8.25,2.08,1.27,7.78,10.0,4.03,3.91,6.83,SLMUH,0
1.54,3.7,7.14,8.93,9.51,5.97,5.84,3.76,DLFUH,0
6.4,2.26,7.39,4.09,4.79,1.34,5.76,3.95,SLFCL,0
5.86,7.74,2.42,2.06,3.23,3.13,6.68,4.0,SHMCL,0
4.21,4.35,3.45,3.21,9.38,4.94,4.49,5.93,DLMCH,0
2.75,8.28,7.99,8.79,8.07,4.79,5.26,6.34,DHFUL,1
1.56,3.42,2.16,3.56,8.83,3.98,5.57,6.76,DLMCH,0
2.56,2.61,7.72,3.27,5.33,5.07,3.79,5.1,DLFCL,0
3.67,3.25,4.32,3.23,4.06,4.9,3.24,4.22,DLMCL,0
8.78,3.54,4.9,7.43,9.34,3.05,6.04,5.18,SLMUH,0
5.77,6.24,8.55,2.03,4.33,5.34,4.22,4.29,SHFCL,0
8.21,6.73,0.85,6.38,5.0,3.76,5.56,2.29,SHMUL,0
2.55,3.68,0.22,4.79,9.1,3.63,5.5,6.84,DLMCH,1
7.32,1.81,9.0,3.25,5.39,5.93,4.94,5.3,SLFCL,0
7.23,5.78,8.32,6.41,5.9,7.73,4.63,5.66,SHFUL,0
7.11,4.12,3.04,9.07,7.48,3.97,5.63,5.6,SLMUL,1
3.3,4.41,6.8,6.51,4.57,4.62,1.47,4.69,DLFUL,0
7.26,6.6,7.82,7.18,5.2,4.97,4.0,5.19,SHFUL,1
0.61,1.7,1.65,7.65,8.77,7.52,5.07,4.82,DLMUH,0
7.97,5.03,7.69,8.16,3.99,4.27,6.84,5.6,SLFUL,0
2.96,1.84,3.84,2.12,4.28,5.73,4.3,5.02,DLMCL,1
2.22,1.87,2.32,8.26,4.86,4.25,4.7,3.09,DLMUL,0
4.42,2.24,7.28,1.6,4.65,5.02,6.32,2.75,DLFCL,1
2.8,8.04,2.7,3.34,8.52,4.8,2.92,5.42,DHMCH,0
4.27,1.97,4.43,2.52,5.96,4.64,3.46,5.27,DLMCL,1
8.55,7.38,8.11,8.17,4.73,6.64,3.86,6.17,SHFUL,0
3.66,6.67,7.9,2.81,8.74,6.13,6.71,5.0,DHFCL,1
2.26,7.32,2.23,4.27,4.94,4.63,1.85,3.66,DHMCL,0
1.97,3.4,8.25,7.99,9.91,1.87,7.38,4.69,DLFUH,0
8.18,1.52,6.55,7.25,10.0,5.24,4.59,7.32,SLFUH,0
8.48,1.64,1.92,9.05,9.4,5.05,4.74,6.7,SLMUH,0
7.95,5.62,2.83,1.2,9.38,3.54,4.41,4.4,SLMCH,0
6.59,8.32,3.42,3.15,5.45,4.59,3.61,3.7,SHMCL,0
0.58,3.63,7.44,1.31,4.65,3.47,6.3,6.1,DLFCL,0
3.09,3.21,3.29,2.15,4.72,6.29,4.71,3.09,DLMCL,0
7.49,3.2,1.46,2.49,4.87,3.18,2.65,6.03,SLMCL,0
6.38,2.04,2.21,4.44,8.86,3.56,5.52,4.39,SLMCL,1
4.48,0.0,7.43,3.38,9.74,2.04,4.03,5.71,SLFCH,1
5.46,6.27,9.0,2.9,4.54,4.74,5.02,6.1,SHFCL,0
5.95,7.46,5.3,2.18,5.08,4.46,3.34,5.1,SHFCL,1
5.93,7.57,3.05,3.4,3.8,2.48,5.32,3.93,SHMCL,1
1.41,6.67,3.99,9.32,10.0,6.98,6.82,5.84,DHMUH,0
3.24,1.09,4.87,8.03,9.12,3.61,6.36,6.42,DLFUH,1
7.31,8.44,6.75,7.37,9.62,4.84,1.31,2.58,SHFUH,1
7.69,1.97,6.93,3.14,8.06,6.2,2.19,2.88,SLFCH,0
6.45,1.59,1.44,8.56,9.26,5.36,8.0,4.98,SLMUH,0
2.79,3.02,3.65,7.81,9.22,4.51,3.02,7.49,DLMUH,0
2.18,7.52,8.26,7.52,4.82,4.95,6.34,4.01,DHFUL,0
3.91,8.08,1.58,4.58,10.0,5.03,2.68,2.33,DHMUH,1
4.57,6.59,2.8,6.39,8.61,6.59,5.41,2.22,DHMUL,1
8.65,3.7,8.88,7.96,10.0,4.08,8.19,6.15,SLFUH,0
2.81,2.33,0.92,7.51,4.34,2.4,5.21,5.73,DLMUL,0
9.17,2.93,7.95,7.55,4.8,4.76,5.2,7.58,SLFUL,0
5.81,5.92,7.59,8.05,10.0,6.29,3.9,5.9,SLFUH,1
2.74,6.35,8.12,0.86,8.4,4.82,4.68,5.41,DHFCH,0
7.44,7.05,5.82,7.39,10.0,2.43,4.96,4.92,SHFUH,0
2.52,1.71,2.05,9.34,10.0,3.97,4.3,3.08,DLMUH,0
1.52,8.7,2.29,7.78,8.97,4.96,2.94,5.15,DHMUH,0
2.23,1.06,3.79,5.43,10.0,5.21,6.54,5.45,DLMUH,1
2.57,9.21,7.27,7.33,5.51,3.01,4.67,4.32,DHFUL,0
0.97,1.2,6.72,0.36,10.0,5.55,4.96,1.71,DLFCH,0
7.22,6.28,3.75,7.0,9.7,6.26,5.71,1.71,SHMUH,0
4.51,4.08,6.58,1.46,4.98,4.86,3.65,4.54,SLFCL,1
6.94,1.22,4.18,4.23,5.82,5.38,7.03,5.02,SLMCL,0
6.99,2.14,6.93,5.46,9.1,1.9,2.6,6.14,SLFCH,0
7.25,2.55,2.57,2.66,9.14,4.17,4.82,4.93,SLMCH,0
3.13,6.68,4.09,4.28,9.78,4.6,5.99,7.37,DHMCH,1
9.15,8.09,5.0,5.6,4.58,5.98,5.26,2.87,SHMUL,1
2.38,2.15,7.36,7.1,8.74,3.87,4.38,6.49,DLFUH,1
8.54,2.97,7.65,8.3,5.01,9.77,5.23,5.29,SLFUL,0
6.47,6.93,3.04,2.28,9.64,3.84,6.3,3.22,SHMCH,1
1.51,3.41,7.8,7.88,4.43,3.85,6.39,7.66,DLFUL,0
3.27,1.94,4.03,8.82,9.91,3.74,3.47,4.51,DLMUH,0
6.02,3.35,2.49,1.96,9.95,4.75,3.25,7.77,SLMCH,0
7.43,2.13,8.58,1.96,5.69,5.81,5.37,5.22,SLFCL,0
9.15,3.05,5.63,8.16,9.05,6.04,3.96,4.92,SLFUH,0
7.54,2.41,7.23,3.29,4.08,4.22,6.03,4.08,SLFCL,0
6.81,3.1,1.82,8.51,4.85,4.03,3.12,5.38,SLMUL,0
8.1,2.52,6.51,7.73,5.61,5.65,5.25,3.8,SLFUL,0
7.83,7.34,7.86,7.47,9.83,5.28,4.49,1.96,SHFUH,0
6.57,1.89,7.21,6.36,9.93,5.07,5.37,3.9,SLFUH,1
7.5,6.85,3.09,6.68,9.82,5.62,4.72,5.85,SHMUH,0
7.45,5.76,8.33,1.54,9.22,4.68,5.06,4.48,SHFCH,0
5.52,7.88,3.3,4.86,4.34,7.42,5.15,4.07,DHMUL,1
3.0,9.14,7.85,8.14,5.43,3.27,3.56,3.37,DHFUL,0
5.25,6.82,1.64,2.98,4.08,5.58,5.15,4.78,DHMCL,1
6.71,1.4,7.73,2.65,5.35,8.28,5.42,5.73,SLFCL,0
1.84,6.29,8.48,2.58,4.48,6.21,4.16,2.89,DHFCL,0
4.89,2.02,2.1,6.99,5.66,6.29,5.12,4.44,SLMUL,0
9.07,1.73,6.61,3.07,9.13,4.6,6.31,4.18,SLFCH,0
2.09,8.29,1.71,8.58,10.0,6.89,5.56,4.27,DHMUH,0
5.58,5.41,8.66,2.96,9.29,6.15,6.22,4.71,DLFCH,1
7.58,4.75,2.62,6.16,8.7,5.83,4.27,5.52,SLMUH,1
3.96,2.33,6.67,6.57,8.4,4.06,3.52,5.18,DLFUH,1
1.94,6.67,6.61,2.96,9.33,8.12,6.88,6.96,DHFCH,0
7.91,6.3,6.71,2.73,9.91,4.27,6.24,2.31,SHFCH,0
